word,freq,english_word
有趣,3,interesting
未经许可,3,Without permission
本报讯,3,This newspaper
朱序,3,Zhu Xu
李召洋,3,Li Zhaoyang
极大,3,maximum
板块,3,plate
架构,3,Architecture
某款,3,A certain paragraph
样式,3,style
梯田,3,terrace
榜单,3,List
歌行,3,Song line
正确,3,That's right
沙坪坝区,3,Shapingba District
没想到,3,Unexpectedly
法国,3,France
法规,3,statute
注入,3,inject
注重,3,lay stress on
流传,3,Spread
浪潮,3,tidal wave
海报,3,posters
淘汰,3,eliminate
混淆,3,confuse
渗透,3,infiltrate
渲染,3,rendering
满意,3,satisfied
潜力,3,potential
炼制,3,Refining
热度,3,heat
热议,3,Hot discussion
爱好者,3,enthusiast
牙齿,3,tooth
物理,3,physics
牵头,3,Lead
特新,3,Exceptional
状况,3,state
状态,3,state
王志国,3,Wang Zhiguo
理解,3,understand
生产方式,3,mode of production
生成器,3,Generators
生机,3,Life
电子,3,electron
电影节,3,Film festival
画卷,3,Picture
画面,3,Picture
界定,3,define
痛点,3,pain point
登录,3,login
白泽,3,Bai Ze
目的,3,objective
相比,3,compared with
相继,3,Have
看待,3,regard
着力,3,Focus
知情,3,Informed
知法犯法,3,Knowing the law and breaking the law
知道,3,Know
视野,3,visual field
科幻电影,3,Science fiction movies
科研机构,3,Scientific research institutions
移动,3,move
立法,3,legislation
竞争力,3,Competitiveness
竞赛,3,contest
第一首,3,The first one
第三,3,third
第届,3,1st
签署,3,sign
类别,3,category
精密,3,precision
精彩,3,Wonderful
精细化,3,Refinement
紧密结合,3,Tightly bonded
繁荣,3,prosperity
纳入,3,Into
纷纷,3,one after another
纹理,3,texture
线上,3,online
细节,3,detail
经常,3,often
经济损失,3,Economic loss
结构,3,structure
给出,3,Given
统一,3,unification
编创,3,Editing
编舞家,3,Choreographer
缺陷,3,flaw
网站,3,site
网络时代,3,The Internet Age
耳目一新,3,Refreshing
聚集,3,gather
肖仰华,3,Xiao Yanghua
肖像,3,portrait
股份,3,share
能级,3,Level
自年,3,Since years
至少,3,At least
舞者,3,hoofer
良好,3,good
艺人,3,player
艺术创作,3,Artistic creation
艺术团,3,Troupe
艺术性,3,artistry
英文,3,English
莫扎特,3,Mozart
获批,3,Approved
营造,3,Create
蓉城,3,Rongcheng
虚实,3,Actual situation
融创节,3,Sunac Festival
融资,3,financing
行为人,3,Perpetrators
街区,3,block
表演者,3,Performers
被告方,3,Defense
覆盖,3,cover
解路禄,3,Xie Lulu
计算中心,3,Computing Center
计算器,3,calculator
认识,3,know
设备,3,equipment
设定,3,Set
评价,3,appraise
评估,3,assess
诉求,3,Demands
诉至,3,Sue to
词曲作者,3,Songwriter
说出,3,Say
调度,3,dispatch
负责,3,charge
贡献,3,contribute
贸易,3,trade
资金,3,fund
赋予,3,endow
超越,3,transcend
趣味,3,interesting
跨越,3,straddle
身份,3,identity
转化成,3,Transformed
软硬,3,Soft and hard
载体,3,carrier
达成,3,Reached
过度,3,excessive
运营商,3,Operators
近年,3,Recent
违背,3,disobey
连贯,3,Coherent
途径,3,Way
通信,3,correspondence
通知,3,notice
遇到,3,encounter
避免,3,avoid
郑康,3,Zheng Kang
部署,3,deploy
酒瓶,3,Wine bottles
采集,3,gather
镜头,3,lens
问问,3,Ask
院所,3,institutions
院长,3,dean
随机,3,random
障碍,3,barrier
难题,3,puzzle
集合,3,gather
雕塑,3,sculpture
青春,3,youth
面向未来,3,Future-proof
革命,3,revolution
音乐教育,3,Music education
预计,3,estimate
题材,3,subject matter
首席,3,chief
首款,3,First
首歌曲,3,songs
马栏,3,Horse fence
马海村,3,Mahai Village
魔音,3,Magic sound
龙飞,3,Long Fei
AIoT,2,AIoT
AlphaGo,2,AlphaGo
Clipfly,2,Clipfly
Fotor,2,Fotor
GPT,2,GPT
Im,2,Im
iNEW,2,iNEW
Me,2,Me
OST,2,OST
Play,2,Play
QQ,2,QQ
Steam,2,Steam
Studio,2,Studio
Suno,2,Suno
TME,2,TME
UGC,2,UGC
Yours,2,Yours
一个多月,2,More than a month
一个月,2,One month
一份,2,One copy
一半,2,halfway
一台,2,One
一套,2,A
一山,2,A mountain
一度,2,once
一曲,2,A song
一条,2,one
一概而论,2,Generalize
一秒,2,One second
一辆,2,One
一边,2,side
一部,2,A
一部分,2,part
万企,2,"10,000 enterprises"
万名,2,"10,000"
万物,2,Everything
三向,2,Three-way
三年,2,Three years
三维,2,three-dimensional
上传,2,upload
上午,2,morning
上述,2,aforementioned
下一代,2,Next generation
下功夫,2,Efforts
不久前,2,Recently
不利于,2,Not good
不太,2,Not really
不小,2,Not small
不应,2,"No, it shouldn't"
不断完善,2,Constantly improving
不时,2,sometimes
不易,2,Not easy
不知,2,ignorance
不确定性,2,uncertain
不良,2,undesirable
不良现象,2,Undesirable phenomena
不行,2,No way
不负责任,2,Irresponsible
专用,2,special
专访,2,Interview
专辑,2,album
业务收入,2,Business income
业态,2,format
东数,2,Eastern Digital
两人,2,Two people
两位,2,Two people
两大,2,Two big
两项,2,two
丽莎,2,Lisa
中华文化,2,Chinese culture
中国互联网络信息中心,2,China Internet Network Information Center
中国香港,2,"Hong Kong, China"
中小,2,Small
中有,2,There are
中法,2,Franco-Chinese
中科,2,Zhongke
中科院,2,Cas
主观,2,subjective
举报,2,report
之上,2,above
之中,2,among them
之初,2,At the beginning
之境,2,realm
之夜,2,Night
之旅,2,Tours
之美,2,beauty
之际,2,Occasion
乐园,2,paradise
九段,2,Nine paragraphs
书面,2,Written
买卖合同,2,Sales and Purchase Contract
争创,2,Create
事务所,2,office
事实,2,fact
二度,2,Second degree
二次,2,quadratic
互联网络,2,Internet
亚运,2,Asian Games
亟待,2,Needs
交响乐,2,Symphony
产业化,2,industrialization
产值,2,Output
产品质量,2,Product quality
产学研,2,Industry-university-research
亲人,2,close relatives
人人,2,Everyone
人员,2,personnel
人大,2,Npc
人数,2,Number
人民,2,people
人群,2,crowd
仅仅,2,just
今后,2,henceforth
今年以来,2,Since the beginning of this year
介入,2,intervention
代价,2,price
以外,2,beyond
仪式,2,rite
优先,2,precedence
优秀作品,2,Excellent work
伙伴,2,partner
会上,2,will be there
伟达,2,Weida
传感器,2,sensor
传承,2,Inheritance
伪造,2,forge
伴随,2,chaperonage
位置,2,location
低于,2,Below
低成本,2,Low cost
体会,2,Experience
何物,2,What
余名,2,More than
作图,2,Drawing
使命,2,mission
使者,2,emissary
供应商,2,vendor
依旧,2,Still
侵权行为,2,tort
便是,2,Is
促发展,2,Promote development
保证,2,guarantee
保障,2,guarantee
信心,2,confidence
信诺,2,Cigna
借鉴,2,Reference
值得,2,worth
值得注意,2,Noteworthy
停止使用,2,Discontinue use
停顿,2,pause
像是,2,Like
像素,2,pixel
元气,2,Strength
充分利用,2,Make the most of it
充满,2,full
先发,2,First strike
全盘,2,Overall
全网,2,The whole network
八大,2,Eight
公安部,2,Public security
公平,2,fair
公开信,2,open letter
公开赛,2,Open
共享,2,share
共同完成,2,Done together
共鸣,2,resonance
关联,2,relevancy
其间,2,meantime
内涵,2,connotation
内部,2,interior
再度,2,Again
冒充,2,Impersonating
最强,2,The strongest
写作,2,writing
农场,2,farm
冲突,2,conflict
准确度,2,accuracy
准确性,2,accuracy
准确率,2,Accuracy
减少,2,decrease
几个,2,several
出发,2,Let's go
出品,2,produce
出圈,2,Out of the circle
出新,2,out of the new
出海,2,Sea
出版商,2,publisher
分界,2,dividing line
分身,2,Doppelganger
切断,2,cut off
刘硕,2,Liu Shuo
刘维东,2,Liu Weidong
创新型,2,Innovative
创立,2,Founded
创设,2,create
初步,2,tentatively
到来,2,arrival
前不久,2,Not long ago
前所未有,2,unprecedented
前提,2,precondition
前景,2,foreground
前沿技术,2,Cutting-edge technology
剧本,2,screenplay
剧目,2,repertoire
副总裁,2,Vice President
副教授,2,associate professor
力争,2,Strive
办法,2,way
加上,2,plus
加减乘除,2,"Addition, subtraction, multiplication and division"
动人,2,moving
动听,2,Beautiful
劳动,2,labor
包容,2,inclusive
包裹,2,parcel
化后,2,After melting
区块,2,Block
医生,2,doctor
华为,2,Huawei
协调,2,harmonize
单个,2,Single
博物馆,2,museum
卡特,2,Carter
印刷,2,printing
危及,2,endanger
即用,2,Ready to use
历来,2,always
原则,2,principle
原创性,2,Originality
原声,2,Original
原理,2,principle
参加,2,attend
参展,2,Exhibition
友好,2,friendly
双刃剑,2,Double-edged sword
反复,2,repeatedly
反应,2,react
发力,2,Force
发声,2,vocalization
发展趋势,2,Trends
发放,2,Issue
发音,2,pronounce
取决于,2,depend upon
取得,2,acquire
受众,2,Audience
口味,2,taste
古今,2,Ancient and modern
古典,2,Classical
古筝,2,zither
古老,2,old
句子,2,sentence
只此,2,That's all
召开,2,convene
可及,2,Accessible
可能性,2,possibility
号馆,2,Hall No
各界,2,all circles
合唱,2,chorus
合奏,2,concert
合弹,2,Combo
合法权利,2,Legal Rights
同学们,2,Classmates
同行,2,Peer
向上,2,up
向善,2,Be kind
听到,2,hearing
启发,2,enlighten
吴太兵,2,Wu Taibing
呈现出,2,presented
告知,2,inform
命门,2,Destiny
咖啡机,2,Coffee machine
品质,2,quality
响起,2,Rang
唐一雯,2,Tang Yiwen
唐代,2,tang dynasty
唐彬,2,Tang Bin
唐朝,2,Tang dynasty
唐诗,2,Tang poetry
唱响,2,Singing
唱歌曲,2,Sing songs
唱片,2,record
唱腔,2,aria
商业秘密,2,trade secret
商场,2,mall
喂料,2,Feeding
善意,2,goodwill
喝到,2,Drink to
嗓音,2,voice
嘉年华,2,carnival
器乐,2,instrumental music
四个,2,Four
因其,2,Because of it
因地制宜,2,Adapt to local conditions
团长,2,Head
国乐,2,Chinese music
国产化,2,Localization
国外,2,abroad
国家队,2,National
国潮,2,National tide
国色,2,National color
国门,2,Abroad
图文,2,Graphic
圆梦,2,Make your dreams come true
圈粉,2,Circle fans
在场,2,present
在线,2,online
地域,2,regional
场域,2,Field
坚决,2,resolute
培养,2,cultivate
基本上,2,basically
基站,2,base station
塑造,2,mold
墙上,2,on the wall
增至,2,Increase to
增速,2,increase speed
增量,2,increment
士人,2,Scholars
壮大,2,Grow
声乐,2,vocality
声明,2,statement
声线,2,Voice
声部,2,Voice
处于,2,In
处罚,2,punish
处置,2,disposal
备受,2,Much-owned
备受瞩目,2,In the spotlight
复旦大学,2,Fudan University
复杂性,2,complexity
多人,2,Multiplayer
多地,2,Multiple places
多层次,2,Multi-level
多样,2,Diverse
多样化,2,diversify
多样性,2,diversity
大力,2,vigorously
大型,2,large
大幅,2,substantially
大约,2,approximately
大规模,2,massive
大运会,2,Universiade
天宫,2,Temple
太极,2,tai chi
夯实,2,tamp
失业,2,unemployment
奋进,2,Endeavor
奠定,2,establish
好像,2,It seems like
好奇,2,curious
好玩,2,playful
如火如荼,2,Cooking with gas
委托,2,entrust
委的,2,Commissioned
姿态,2,attitude
孙燕姿,2,Stefanie Sun
季睿,2,Ji Rui
季等,2,"Quarters, etc"
学术,2,academic
孪生,2,Twin
守住,2,Hold
宋庆龄基金会,2,Soong Ching Ling Foundation
完备,2,Complete
定义,2,definition
定军山,2,Dingjun Mountain
实务,2,Practice
实验田,2,Experimental field
审核,2,Audit
家乡,2,hometown
对决,2,Showdown
对外开放,2,Opening
对应,2,corresponding
寻求,2,seek
导师,2,mentor
导航,2,navigation
将会,2,Yes
将来,2,future
小汽车,2,Car
小组,2,Group
小问,2,Ask
少数民族,2,minority
尚存,2,Surviving
尚未,2,not yet
尝鲜,2,Try it first
屏幕显示,2,On-screen display
展出,2,exhibit
展台,2,Booth
展品,2,Exhibits
崔博,2,Cui Bo
崛起,2,rise
工作坊,2,workshop
左右,2,around
巧妙,2,artful
巨人,2,giant
已为,2,Already
市场化,2,Marketization
带动,2,drive
带领,2,lead
常见,2,common
干冰,2,dry ice
平方米,2,square metre
年初,2,Early
并未,2,Not
广大,2,General
广泛应用,2,Wide range of applications
广电,2,Broadcasting
广电总局,2,"State Administration of Radio, Film and Television"
广阔,2,spacious
应用领域,2,Fields of application
底气,2,Emboldened
开场,2,Opening
开年,2,The beginning of the year
开悟,2,enlightenment
开放平台,2,Open platform
开端,2,start
异曲同工,2,Same
引用,2,cite
张凯,2,Zhang Kai
弹到,2,Bounce to
弹奏,2,play
强劲,2,powerful
当天,2,That day
当庭,2,Court
影元,2,Shadow Element
影都,2,Shadow Capital
征集,2,Collecting
心算能力,2,Mental arithmetic skills
忧虑,2,apprehension
念念,2,Niannian
思维,2,thinking
总监,2,majordomo
总经理,2,managing director
总额,2,Total
情景,2,scene
惊人,2,amazing
惊呼,2,exclaim
惩戒,2,Disciplinary
意外,2,accidentally
感到,2,feel
感觉,2,feel
成员,2,member
成片,2,into pieces
所有者,2,owner
所谓,2,so-called
手法,2,technique
打磨,2,burnish
打通,2,get through
扫描,2,scan
扮演,2,play
扶持,2,support
承诺,2,promise
承载,2,Bearing
技巧,2,skill
技术开发,2,Technology development
技术手段,2,Technical means
把握,2,grasp
抗辩,2,Defense
抢位,2,Grab a seat
报业,2,Newspapers
报名,2,Application
披头士乐队,2,The Beatles
抵制,2,boycott
拉动,2,Pull
拓宽,2,Broaden
拔高,2,Overstating
择优,2,Preferred
指引,2,guidelines
指数,2,index
指标,2,index
换脸,2,Face swap
排名,2,ranking
排练厅,2,Rehearsal hall
掠夺性,2,Predatory
探寻,2,Explore
接到,2,receive
接洽,2,consult with
掩盖,2,conceal
提供者,2,provider
提速,2,Speed
提高效率,2,Increase efficiency
揭晓,2,Reveal
摩拳擦掌,2,Gear up
播音,2,broadcast
操作系统,2,operating system
收取,2,charge
收获,2,harvest
收藏,2,collection
改革,2,reform
放映,2,screen
故乡,2,hometown
敞开,2,open
敦促,2,press
数学,2,mathematics
数据管理,2,Data management
文件,2,file
文化节,2,Cultural festivals
文学,2,literature
新一轮,2,A new round
新人,2,newcomer
新增,2,New
新形态,2,New forms
新能源,2,New energy
方便,2,convenient
方法,2,method
旅游,2,tourism
旗袍,2,cheongsam
旗遇,2,Flag Encounter
无人机,2,drone
无异,2,It's no different
无数,2,countless
日常生活,2,daily life
日日,2,Day by day
早期,2,early
明确提出,2,Clearly stated
明说,2,Ming said
易用,2,Use
是不是,2,Isn't it
晓多,2,Xiaoduo
普通用户,2,Regular users
智库,2,think tank
更具,2,More
曾经,2,once
月初,2,Month
有损,2,Lossy
有没有,2,Do you have
有过,2,There were
有限责任,2,Limitation of Liability
服务商,2,Service
服务器,2,server
服务平台,2,Service Platform
服务费,2,service charge
未能,2,cannot
本土化,2,Localization
本案,2,The case
本质,2,essence
机柜,2,Cabinets
机械类,2,Mechanical
李世石,2,Lee Sedol
条款,2,article
来源于,2,From
极具,2,Exactly
极高,2,Extremely high
杭州,2,Hangzhou
枢纽,2,hub
校园,2,campus
校庆,2,Anniversary
样子,2,appearance
根源,2,root
桂林,2,Guilin
桥梁,2,bridge
梳理,2,carding
棋手,2,chess player
模仿者,2,Copycats
次元,2,dimension
歌唱,2,sing
正常,2,normal
正规,2,regularity
此基础,2,This foundation
武器,2,weapons
残疾,2,handicapped
残障,2,Disability
段江,2,Duan Jiang
比拼,2,Competition
比重,2,specific gravity
民族乐器,2,National musical instruments
民族音乐,2,Folk music
民间,2,Folk
永远,2,forever
江山,2,landscape
沉淀,2,precipitation
沉迷,2,indulge
泄露,2,divulge
法人,2,juridical person
法外,2,Extrajudicial
法案,2,bill
波兰,2,Poland
洗碗,2,Wash the dishes
活跃,2,active
派对,2,party
流媒体,2,Streaming
流派,2,genre
测评,2,Evaluation
海淀,2,Haidian
海淀区,2,Haidian District
消费者,2,consumer
涉嫌,2,Suspected
涉软,2,Soft dabble
深化,2,deepen
深受,2,By
深耕,2,Deep
混音,2,Remixing
清华大学,2,Tsinghua University
温度,2,temperature
游园,2,Garden
游客,2,visitor
源头,2,source
潜能,2,Potential
潮流,2,tidal current
澳大利亚,2,Australia
激增,2,proliferate
激活,2,activation
灯光,2,lamplight
炼丹,2,Alchemy
烧钱,2,Burn money
焦点,2,focus
熊猫,2,panda
爆火,2,Explosion
爵士,2,Sir
版税,2,Royalties
特定,2,specific
特征,2,features
特新千校,2,Special new thousand schools
独创,2,Original
独有,2,Unique
王炸,2,King fried
玩法,2,Play
现代舞,2,Contemporary
理事长,2,Chairman
理念,2,idea
理想,2,ideal
琴为,2,Piano for
瑕疵,2,blemish
瓶颈,2,bottleneck
生产者,2,producer
生命,2,life
生态系统,2,ecosystem
生成物,2,resultant
生效,2,take effect
生物,2,creature
用得上,2,It works
申领,2,Claim
电信,2,telecommunications
电商,2,E-commerce
电子音乐,2,electronic music
电脑,2,Computer
电话,2,Phone
畏惧,2,fear
百万,2,million
百家,2,100 schools
监控,2,monitor
盗版,2,piracy
目光,2,gaze
相似,2,similar
相信,2,believe
相对,2,relatively
相机,2,camera
相结合,2,combined
相较,2,comparatively
看似,2,seemingly
真伪,2,Authenticity
真实性,2,facticity
真的,2,It's true
眼球,2,eyeball
眼镜,2,spectacles
矛盾,2,contradiction
短临,2,Short-lived
研制,2,Development
研究员,2,researcher
破圈,2,Break the circle
破坏,2,destruction
确立,2,establish
确认,2,Confirm
社会主义,2,socialism
社会公德,2,Social morality
神兽,2,Mythical beasts
种植,2,planting
科幻,2,science fiction
科技前沿,2,Cutting-edge technology
科技园区,2,Science and Technology Parks
科技成果,2,Scientific and technological achievements
科技界,2,Science Sector
科技节,2,Science and Technology Festival
科技部,2,Ministry of Science and Technology
科技领域,2,Science and technology
科普,2,Science
科研,2,scientific research
科考船,2,Research vessels
秒左右,2,seconds
程序,2,procedure
程序接口,2,Program interface
稚嫩,2,Tender
空天,2,Empty space
穿越,2,Through
突出,2,prominent
突围,2,Breakthrough
窃取,2,filch
竞技,2,athletics
第七届,2,Seventh
第三方,2,third party
第次,2,For the first time
等家,2,and so on
等待,2,await
算料,2,Counting
类短,2,Class short
精髓,2,quintessence
素养,2,attainment
紫金,2,Purple gold
繁花,2,Flowers
红线,2,red line
红色,2,red
纽约,2,New York
线下,2,Offline
组委会,2,Organizing committee
细化,2,Refinement
细腻,2,Delicate
结束,2,Come to an end
结果显示,2,The results are displayed
绝大多数,2,Most
绝缘,2,insulation
统计,2,statistics
继承,2,inherit
编织,2,weave
编配,2,Allocation
缤纷,2,Colorful
缪斯,2,Muse
网信,2,Internet information
网络平台,2,Web platform
罗密欧,2,Romeo
美术,2,fine arts
考虑,2,consider
考量,2,Considerations
联盟,2,coalition
联网,2,networking
联署,2,Signed
聪明,2,clever
背景,2,background
胜诉,2,Win
能量,2,energy
脑科学,2,Brain Science
脱颖而出,2,Fore
脸部,2,Face
自我,2,self
自研,2,Self-developed
致敬,2,salute
舆论,2,public opinion
舞剧,2,ballet
良性,2,virtuous
艾莉,2,Ellie
节点,2,node
花朵,2,blossoms
花费,2,spend
若干,2,Several
英国,2,United Kingdom
范畴,2,category
菡萏,2,Hanli
营利,2,Profit
著作权人,2,Copyright Owner
落户,2,Settled
蓄势,2,Gather momentum
蓝云,2,Blue clouds
虚拟现实,2,virtual reality
蜂鸟,2,hummingbird
补偿,2,compensate
补充,2,supplement
补贴,2,subsidy
表情,2,expression
表明,2,indicate
袖子,2,sleeves
装束,2,attire
西南财经大学,2,Southwestern University of Finance and Economics
西方,2,western
西算,2,Western reckoning
要点,2,essentials
见证,2,witness
观察,2,observe
观念,2,concept
观礼,2,Ceremony
观赏,2,ornamental
解释,2,interpretation
计算机技术,2,Computer
议题,2,Issues
记忆,2,memory
讲解,2,explain
访问量,2,Visits
证明,2,prove
评测,2,Evaluation
识别性,2,Recognizable
诊断,2,diagnosis
试点,2,Pilot
试验区,2,Pilot area
话题,2,topic
诠释,2,Interpretation
语义,2,semanteme
诱导,2,induce
说道,2,Said
请求,2,request
诸多,2,Many
课题,2,problem
调取,2,Retrieval
谢一,2,Xie Yi
谷歌,2,Google
贬低,2,belittle
贴近,2,Close
赔偿损失,2,Compensation for damages
赛迪,2,Sadie
走访,2,interview
赵臻,2,Zhao Zhen
起诉,2,indict
超算,2,Supercomputing
超算智算,2,Supercomputing and intelligent computing
超级,2,super
跟进,2,follow up
跨文化,2,Cross-cultural
身边,2,Side
转换成,2,Convert to
软件平台,2,Software platform
软硬件,2,Hardware
辅助工具,2,Auxiliary tools
辩称,2,argued
迁移,2,migrate
过错,2,fault
运转,2,running
还会,2,Yes
这份,2,This
这头,2,This head
这家,2,The
进展,2,progress
违规,2,Violations
连接,2,connect
连续,2,coiled
连连,2,Repeatedly
迫切需要,2,There is an urgent need
道德,2,morality
道歉,2,apologize
遥感,2,remote sensing
邓鑫,2,Deng Xin
配乐,2,Soundtrack
配以,2,With:
配套,2,assorted
采用率,2,Adoption rate
重塑,2,reshape
重庆,2,Chongqing
重新安排,2,reorder
重视,2,set store by
重逢,2,Reunion
银翔,2,Yinxiang
链接,2,link
链条,2,chain
链路,2,Links
长发,2,Hair
长大,2,Grow up
长者,2,Elderly
闭环,2,Closed loop
问世,2,Came out
阐述,2,expound
阮晋勇,2,Nguyen Tan Dung
阵阵,2,Bursts
陈俊恺,2,Chen Junkai
降本增效,2,Reduce costs and increase efficiency
限于,2,Limited
院士,2,academician
陪伴,2,accompany
随意,2,random
隐私权,2,Privacy
难点,2,nodus
集体,2,collectively
雨后春笋,2,Springing
雪龙号,2,Snow Dragon
震动,2,shake
青睐,2,good graces
青绿,2,Green
非法,2,illegal
靳埭强,2,Jin Daiqiang
音乐季,2,Music season
音乐风格,2,Musical style
音书,2,Audio book
音域,2,range
音箱,2,Speakers
韵味,2,Charm
顶尖,2,Top
顶流,2,Top stream
顺序,2,order
顾名思义,2,Name implies
颁布,2,promulgate
预见,2,foresee
领略到,2,Appreciate
颜君,2,Yan Jun
风而行,2,The wind goes
风采,2,mien
飞速发展,2,Rapid development
食物,2,food
饭店,2,Restaurant
饱和,2,saturate
首台,2,The first one
首期,2,Down
首歌,2,songs
首秀,2,Debut
香港,2,Hong Kong
马拉松,2,marathon
验证,2,verify
骗子,2,swindler
骗局,2,swindle
骨骼,2,skeleton
高地,2,highland
高效,2,highly efficient
高月洁,2,Gao Yuejie
高精度,2,High precision
高达,2,Up
高通,2,Qualcomm
魔小璇,2,Mo Xiaoxuan
鲜明,2,Distinct
鹏程,2,Pengcheng
黑白,2,black and white
龙胜县,2,Longsheng County
AIGCAI,1,AIGCAI
AIIP,1,AIIP
AIPPT,1,AIPPT
Al,1,Al
AOI,1,AOI
API,1,API
App,1,App
ARVR,1,ARVR
Autopilot,1,Autopilot
A股,1,A shares
A轮,1,Series A
BI,1,BI
ChatGPTMidjourneyStable,1,ChatGPTMidjourneyStable
Copilot,1,Copilot
Dae,1,Dae
DALLE,1,DALLE
Diffusion,1,Diffusion
Drake,1,Drake
EDA,1,EDA
Fahim,1,Fahim
filmMarathon,1,filmMarathon
Filmora,1,Filmora
FLOPSFP,1,FLOPSFP
Ghostwriter,1,Ghostwriter
Google,1,Google
Guides,1,Guides
Hackathon,1,Hackathon
Health,1,Health
Hz,1,Hz
IDC,1,IDC
Illiac,1,Illiac
Insider,1,Insider
iPAi,1,iPAi
iPod,1,iPod
IT,1,IT
Khan,1,Khan
KPI,1,KPI
Lims,1,Lims
LUCY,1,LUCY
MedGPT,1,MedGPT
ms,1,ms
MUSE,1,MUSE
MV,1,MV
New,1,New
NMPA,1,NMPA
NPCNPC,1,NPCNPC
NPUGPU,1,NPUGPU
OSMAGIC,1,OSMAGIC
PGC,1,PGC
Piotr,1,Piotr
PK,1,PK
Polska,1,Polska
Pre,1,Pre
RB,1,RB
Saas,1,Saas
SHO,1,SHO
SimilarWeb,1,SimilarWeb
SKU,1,SKU
SkyMusic,1,SkyMusic
Sofar,1,Sofar
Spotify,1,Spotify
SSV,1,SSV
STAGE,1,STAGE
SUNO,1,SUNO
SunoAI,1,SunoAI
Swift,1,Swift
Taylor,1,Taylor
TDT,1,TDT
The,1,The
Tiamat,1,Tiamat
TOP,1,TOP
UMG,1,UMG
VRAR,1,VRAR
vs,1,vs
Waymo,1,Waymo
Weeknd,1,Weeknd
Wondershare,1,Wondershare
WOW,1,WOW
XR,1,XR
X光,1,X-ray
YOUNG,1,YOUNG
Youtube,1,Youtube
一个个,1,One by one
一个多,1,One more
一付,1,One pay
一代,1,generation
一代人,1,generation
一众,1,Crowded
一体机,1,All-in-one machine
一分钟,1,One minute
一只,1,a
一号,1,One
一同,1,together
一周,1,week
一堂课,1,One lesson
一处,1,One place
一大,1,One big
一天,1,One day
一头,1,A
一审判决,1,First instance judgment
一屏,1,One screen
一帧,1,One frame
一席之地,1,Place
一幅,1,One piece
一座,1,One
一张,1,One sheet
一想,1,Think about it
一新,1,New
一日,1,One day
一条条,1,One by one
一条龙,1,Dragon
一杯,1,One cup
一架,1,One
一梦,1,A dream
一楼,1,Ground floor
一模一样,1,Mold
一段时间,1,
一流,1,
一点,1,
一生,1,
一票,1,
一程,1,
一笔,1,
一米,1,
一经,1,
一致,1,
一芯,1,
一行,1,
一言不合,1,
一蹴而就,1,
一身,1,
一遍,1,
一门,1,
一阵,1,
一飞智控,1,
一首首,1,
七八分钟,1,
七十二个,1,
七成,1,
万业,1,
万个,1,
万亿,1,
万件,1,
万公里,1,
万兴播,1,
万卡,1,
万台,1,
万平方米,1,
万条,1,
万次,1,
万种,1,
万美元,1,
万能,1,
万首,1,
三下,1,
三人,1,
三仅,1,
三以,1,
三位,1,
三分之一,1,
三场,1,
三大王,1,
三年级,1,
三庭,1,
三批,1,
三方,1,
三某,1,
三江,1,
三甲,1,
三类,1,
三系仅,1,
三部,1,
三驾,1,
上万元,1,
上下文,1,
上下游,1,
上个世纪,1,
上个月,1,
上乘,1,
上升,1,
上半场,1,
上去,1,
上受,1,
上头,1,
上家,1,
上市公司,1,
上海交大,1,
上海音乐学院,1,
上班,1,
上班族,1,
上用,1,
上离,1,
上规,1,
上诉期,1,
上课,1,
上超,1,
上闻,1,
上限,1,
上音,1,
上马,1,
下半场,1,
下半年,1,
下单,1,
下放,1,
下载,1,
不为,1,
不单单是,1,
不可,1,
不可或缺,1,
不可避免,1,
不合理性,1,
不定期,1,
不尽相同,1,
不已,1,
不当,1,
不得不,1,
不必要,1,
不折不扣,1,
不改,1,
不断更新,1,
不断进步,1,
不深,1,
不点,1,
不用,1,
不知情,1,
不禁,1,
不绝,1,
不良嗜好,1,
不论是,1,
不足,1,
不远,1,
不高,1,
与会,1,
与时俱进,1,
与此相关,1,
专业人才,1,
专业化,1,
专业性,1,
专场,1,
专委会,1,
专家团,1,
专网,1,
专题,1,
世界各地,1,
业余,1,
东北大学,1,
东南大学,1,
东方文化,1,
东西方,1,
东路,1,
丢掉,1,
两周,1,
两回事,1,
两大类,1,
两家,1,
两幅,1,
两年,1,
两旁,1,
两款,1,
两种,1,
两类,1,
两者之间,1,
严格控制,1,
严格来说,1,
严格遵守,1,
严禁,1,
个人身份,1,
个人风格,1,
个案,1,
中介,1,
中医院,1,
中去,1,
中向,1,
中因,1,
中国作家协会,1,
中国围棋,1,
中国式,1,
中国戏曲学院,1,
中国民歌,1,
中国电影家协会,1,
中国科协,1,
中国科学技术馆,1,
中国科学院,1,
中国篮球,1,
中国航天,1,
中国音乐家协会,1,
中均,1,
中央宣传部,1,
中如,1,
中小学生,1,
中文,1,
中文版,1,
中是,1,
中曾,1,
中极,1,
中殷,1,
中算力,1,
中老年人,1,
中英文,1,
中英粤种,1,
中药味,1,
中药材,1,
中西,1,
中要,1,
中阮,1,
中非,1,
中飞到,1,
丰泰,1,
丰满,1,
丰硕成果,1,
义不容辞,1,
为个,1,
为华,1,
为实,1,
为序,1,
主创,1,
主动,1,
主动权,1,
主导者,1,
主持,1,
主持人,1,
主播,1,
主攻手,1,
主板,1,
主治医生,1,
主流,1,
主管部门,1,
主角,1,
举例,1,
举办地,1,
举证,1,
之争,1,
之内,1,
之列,1,
